,Unnamed: 0,TRAFFIC_DATE,TRAINNUMBER,TRAINSERIE,TRAINSERIE_DIRECTION,STATION,ACTIVITYTYPE,DISTANCE_M,PLAN_DATETIME,REALIZED_DATETIME,DELAY,TURNOVER_INDICATOR,PREVIOUS_TRAINNUMBER,COMBINE,SPLIT,ROLLINGSTOCK_TYPE,NUMBER_CARRIAGES,DRIVER_CHANGE,DEPARTURE_SIGNAL_SHOWS_SAFE,PLAN_TURNOVER_TIME,REALIZED_TURNOVER_TIME,MAX_DEPARTURE_TIME,PLAN_SIGNAL_SAFE_DELAY,REALIZED_SIGNAL_SAFE_DELAY,DALUREN,DAY_OF_WEEK,HOUR,DAY_OF_WEEK_sin,DAY_OF_WEEK_cos,HOUR_sin,HOUR_cos,NEEDED_PLAN_TURNOVER_TIME,NEEDED_REALIZED_TURNOVER_TIME,DIFF_TURNOVER_TIME,DIFF_TURNOVER_TIME_CAT
1135,562746,2023-01-09,3042,3000.0,E,Ah,V,0.0,2023-01-09 13:02:00+00:00,2023-01-09 13:02:31+00:00,31.0,1,,0,0,VIRM,4.0,0.0,2023-01-09 13:01:06+00:00,2340.0,2360.0,,-54.0,-85.0,True,0,13,0.0,1.0,-0.2588190451025208,-0.9659258262890684,2369.0,2389.0,-20.0,perfect
1136,579473,2023-01-09,3051,3000.0,O,Ah,V,0.0,2023-01-09 15:35:00+00:00,2023-01-09 15:34:59+00:00,-1.0,1,,0,0,VIRM,4.0,1.0,2023-01-09 15:34:07+00:00,2064.0,2062.0,,-53.0,-52.0,True,0,15,0.0,1.0,-0.7071067811865471,-0.7071067811865479,2125.0,2123.0,2.0,perfect
1139,579551,2023-01-09,3070,3000.0,E,Ah,V,0.0,2023-01-09 20:01:00+00:00,2023-01-09 20:01:25+00:00,25.0,1,,0,0,VIRM,4.0,1.0,2023-01-09 20:00:08+00:00,2400.0,2403.0,,-52.0,-77.0,True,0,20,0.0,1.0,-0.8660254037844386,0.5000000000000001,2435.0,2438.0,-3.0,perfect
1140,579607,2023-01-09,3081,3000.0,O,Ah,V,0.0,2023-01-09 23:05:00+00:00,2023-01-09 23:05:10+00:00,10.0,1,,0,0,VIRM,6.0,1.0,2023-01-09 23:04:07+00:00,1998.0,2012.0,,-53.0,-63.0,True,0,23,0.0,1.0,-0.2588190451025215,0.965925826289068,2048.0,2062.0,-14.0,perfect
1155,580979,2023-01-09,3053,3000.0,O,Ah,V,0.0,2023-01-09 16:05:00+00:00,2023-01-09 16:05:23+00:00,23.0,1,,0,0,VIRM,4.0,1.0,2023-01-09 16:04:08+00:00,2010.0,2011.0,,-52.0,-75.0,False,0,16,0.0,1.0,-0.8660254037844385,-0.5000000000000004,2047.0,2048.0,-1.0,perfect
1156,581013,2023-01-09,3061,3000.0,O,Ah,V,0.0,2023-01-09 18:05:00+00:00,2023-01-09 18:05:04+00:00,4.0,1,,0,0,VIRM,10.0,1.0,2023-01-09 18:04:06+00:00,2064.0,2068.0,,-54.0,-58.0,False,0,18,0.0,1.0,-1.0,-1.8369701987210294e-16,2120.0,2124.0,-4.0,perfect
1180,582655,2023-01-09,3169,3100.0,O,Ah,V,0.0,2023-01-09 19:50:00+00:00,2023-01-09 19:50:12+00:00,12.0,1,,0,0,VIRM,4.0,1.0,2023-01-09 19:49:07+00:00,2280.0,2291.0,,-53.0,-65.0,True,0,19,0.0,1.0,-0.9659258262890684,0.2588190451025203,2328.0,2339.0,-11.0,perfect
1181,582909,2023-01-09,3049,3000.0,O,Ah,V,0.0,2023-01-09 15:05:00+00:00,2023-01-09 15:05:05+00:00,5.0,1,,0,0,VIRM,6.0,1.0,2023-01-09 15:04:07+00:00,2064.0,2085.0,,-53.0,-58.0,True,0,15,0.0,1.0,-0.7071067811865471,-0.7071067811865479,2119.0,2140.0,-21.0,perfect
1207,632844,2023-01-09,11772,11700.0,E,Ut,V,0.0,2023-01-09 20:58:00+00:00,2023-01-09 20:58:28+00:00,28.0,1,,0,0,VIRM,6.0,1.0,2023-01-09 20:57:08+00:00,2460.0,2464.0,,-52.0,-80.0,True,0,20,0.0,1.0,-0.8660254037844386,0.5000000000000001,2492.0,2496.0,-4.0,perfect
1223,649974,2023-01-10,579,500.0,O,Ut,V,0.0,2023-01-10 21:49:00+00:00,2023-01-10 21:49:03+00:00,3.0,1,,0,0,ICM,4.0,1.0,2023-01-10 21:48:07+00:00,2130.0,2111.0,,-53.0,-56.0,True,1,21,0.7818314824680298,0.6234898018587336,-0.7071067811865477,0.7071067811865474,2187.0,2168.0,19.0,perfect
1224,649982,2023-01-10,583,500.0,O,Ut,V,0.0,2023-01-10 22:49:00+00:00,2023-01-10 22:48:35+00:00,-25.0,1,,0,0,DDZ,6.0,1.0,2023-01-10 22:48:07+00:00,2130.0,2062.0,,-53.0,-28.0,True,1,22,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,2215.0,2147.0,68.0,too late
1230,650249,2023-01-10,633,600.0,O,Ut,V,0.0,2023-01-10 10:19:00+00:00,2023-01-10 10:19:23+00:00,23.0,1,,0,0,ICM,6.0,1.0,2023-01-10 10:18:07+00:00,2130.0,2105.0,,-53.0,-76.0,True,1,10,0.7818314824680298,0.6234898018587336,0.4999999999999999,-0.8660254037844387,2167.0,2142.0,25.0,perfect
1237,650741,2023-01-10,641,600.0,O,Ut,V,0.0,2023-01-10 12:19:00+00:00,2023-01-10 12:19:10+00:00,10.0,1,,0,0,ICM,7.0,1.0,2023-01-10 12:18:07+00:00,2184.0,2127.0,,-53.0,-63.0,True,1,12,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,2234.0,2177.0,57.0,perfect
1238,650776,2023-01-10,681,600.0,O,Ut,V,0.0,2023-01-10 22:19:00+00:00,2023-01-10 22:18:57+00:00,-3.0,1,,0,0,ICM,3.0,0.0,2023-01-10 22:18:07+00:00,2130.0,2122.0,,-53.0,-50.0,True,1,22,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384,2193.0,2185.0,8.0,perfect
1241,650942,2023-01-10,547,500.0,O,Ut,V,0.0,2023-01-10 13:49:00+00:00,2023-01-10 13:49:02+00:00,2.0,1,,0,0,ICM,8.0,1.0,2023-01-10 13:48:07+00:00,2130.0,2119.0,,-53.0,-55.0,True,1,13,0.7818314824680298,0.6234898018587336,-0.2588190451025208,-0.9659258262890684,2188.0,2177.0,11.0,perfect
1243,650953,2023-01-10,591,500.0,O,Ut,V,0.0,2023-01-11 00:49:00+00:00,2023-01-11 00:48:57+00:00,-3.0,1,,0,0,ICM,3.0,0.0,2023-01-11 00:48:07+00:00,2130.0,2130.0,,-53.0,-50.0,True,2,0,0.9749279121818236,-0.2225209339563143,0.0,1.0,2193.0,2193.0,0.0,perfect
1266,657993,2023-01-10,3030,3000.0,E,Ah,V,0.0,2023-01-10 10:02:00+00:00,2023-01-10 10:02:10+00:00,10.0,1,,0,0,VIRM,6.0,1.0,2023-01-10 10:01:08+00:00,2460.0,2465.0,,-52.0,-62.0,True,1,10,0.7818314824680298,0.6234898018587336,0.4999999999999999,-0.8660254037844387,2510.0,2515.0,-5.0,perfect
1270,658493,2023-01-10,3038,3000.0,E,Ah,V,0.0,2023-01-10 12:02:00+00:00,2023-01-10 12:01:59+00:00,-1.0,1,,0,0,VIRM,4.0,1.0,2023-01-10 12:01:06+00:00,2340.0,2337.0,,-54.0,-53.0,True,1,12,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,2401.0,2398.0,3.0,perfect
1274,659366,2023-01-10,3025,3000.0,O,Ah,V,0.0,2023-01-10 09:05:00+00:00,2023-01-10 09:05:22+00:00,22.0,1,,0,0,VIRM,10.0,1.0,2023-01-10 09:04:08+00:00,2520.0,2498.0,,-52.0,-74.0,True,1,9,0.7818314824680298,0.6234898018587336,0.7071067811865476,-0.7071067811865475,2558.0,2536.0,22.0,perfect
1278,660436,2023-01-10,3037,3000.0,O,Ah,V,0.0,2023-01-10 12:05:00+00:00,2023-01-10 12:05:08+00:00,8.0,1,,0,0,VIRM,4.0,1.0,2023-01-10 12:04:06+00:00,2010.0,2030.0,,-54.0,-62.0,True,1,12,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0,2062.0,2082.0,-20.0,perfect
1298,662472,2023-01-10,3066,3000.0,E,Ah,V,0.0,2023-01-10 19:01:00+00:00,2023-01-10 19:01:17+00:00,17.0,1,,0,0,VIRM,6.0,1.0,2023-01-10 19:00:09+00:00,2280.0,2313.0,,-51.0,-68.0,True,1,19,0.7818314824680298,0.6234898018587336,-0.9659258262890684,0.2588190451025203,2323.0,2356.0,-33.0,perfect
1302,663061,2023-01-10,3083,3000.0,O,Ah,V,0.0,2023-01-10 23:35:00+00:00,2023-01-10 23:35:43+00:00,43.0,1,,0,0,VIRM,4.0,0.0,2023-01-10 23:34:23+00:00,1998.0,2041.0,,-37.0,-80.0,True,1,23,0.7818314824680298,0.6234898018587336,-0.2588190451025215,0.965925826289068,2015.0,2058.0,-43.0,perfect
1309,663884,2023-01-10,3047,3000.0,O,Ah,V,0.0,2023-01-10 14:35:00+00:00,2023-01-10 14:34:55+00:00,-5.0,1,,0,0,VIRM,6.0,1.0,2023-01-10 14:34:07+00:00,2064.0,2064.0,,-53.0,-48.0,True,1,14,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,2129.0,2129.0,0.0,perfect
1313,664054,2023-01-10,3091,3000.0,O,Ah,V,0.0,2023-01-11 01:35:00+00:00,2023-01-11 01:34:57+00:00,-3.0,1,,0,0,VIRM,6.0,0.0,2023-01-11 01:34:03+00:00,1998.0,2007.0,,-57.0,-54.0,True,2,1,0.9749279121818236,-0.2225209339563143,0.2588190451025207,0.9659258262890684,2061.0,2070.0,-9.0,perfect
1316,664366,2023-01-10,3046,3000.0,E,Ah,V,0.0,2023-01-10 14:02:00+00:00,2023-01-10 14:02:03+00:00,3.0,1,,0,0,VIRM,10.0,1.0,2023-01-10 14:01:06+00:00,2460.0,2468.0,,-54.0,-57.0,True,1,14,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388,2517.0,2525.0,-8.0,perfect
1319,664617,2023-01-10,3163,3100.0,O,Ah,V,0.0,2023-01-10 18:20:00+00:00,2023-01-10 18:21:03+00:00,63.0,1,,0,0,VIRM,10.0,1.0,2023-01-10 18:19:07+00:00,2280.0,2317.0,,-53.0,-116.0,False,1,18,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210294e-16,2277.0,2314.0,-37.0,perfect
1329,711957,2023-01-10,11764,11700.0,E,Ut,V,0.0,2023-01-10 18:58:00+00:00,2023-01-10 18:58:23+00:00,23.0,1,,0,0,DDZ,8.0,1.0,2023-01-10 18:57:07+00:00,2460.0,2437.0,,-53.0,-76.0,True,1,18,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210294e-16,2497.0,2474.0,23.0,perfect
1330,712282,2023-01-10,11732,11700.0,E,Ut,V,0.0,2023-01-10 10:58:00+00:00,2023-01-10 10:58:26+00:00,26.0,1,,0,0,DDZ,4.0,1.0,2023-01-10 10:57:04+00:00,2460.0,2473.0,,-56.0,-82.0,True,1,10,0.7818314824680298,0.6234898018587336,0.4999999999999999,-0.8660254037844387,2494.0,2507.0,-13.0,perfect
1372,732839,2023-01-11,568,500.0,E,Ut,V,0.0,2023-01-11 20:18:00+00:00,2023-01-11 20:18:09+00:00,9.0,1,,0,0,ICM,3.0,1.0,2023-01-11 20:17:07+00:00,2340.0,2400.0,,-53.0,-62.0,True,2,20,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,2391.0,2451.0,-60.0,too early
1373,732847,2023-01-11,575,500.0,O,Ut,V,0.0,2023-01-11 20:49:00+00:00,2023-01-11 20:49:25+00:00,25.0,1,,0,0,DDZ,6.0,1.0,2023-01-11 20:48:07+00:00,2184.0,2061.0,,-53.0,-78.0,True,2,20,0.9749279121818236,-0.2225209339563143,-0.8660254037844386,0.5000000000000001,2219.0,2096.0,123.0,too late
1383,733304,2023-01-11,685,600.0,O,Ut,V,0.0,2023-01-11 23:19:00+00:00,2023-01-11 23:18:57+00:00,-3.0,1,,0,0,ICM,6.0,0.0,2023-01-11 23:18:07+00:00,2130.0,2120.0,,-53.0,-50.0,True,2,23,0.9749279121818236,-0.2225209339563143,-0.2588190451025215,0.965925826289068,2193.0,2183.0,10.0,perfect
1420,741770,2023-01-11,3038,3000.0,E,Ah,V,0.0,2023-01-11 12:02:00+00:00,2023-01-11 12:02:09+00:00,9.0,1,,0,0,VIRM,4.0,1.0,2023-01-11 12:01:06+00:00,2340.0,2349.0,,-54.0,-63.0,True,2,12,0.9749279121818236,-0.2225209339563143,1.2246467991473532e-16,-1.0,2391.0,2400.0,-9.0,perfect
1428,743280,2023-01-11,3046,3000.0,E,Ah,V,0.0,2023-01-11 14:02:00+00:00,2023-01-11 14:02:10+00:00,10.0,1,,0,0,VIRM,10.0,1.0,2023-01-11 14:01:07+00:00,2460.0,2443.0,,-53.0,-63.0,True,2,14,0.9749279121818236,-0.2225209339563143,-0.4999999999999997,-0.8660254037844388,2510.0,2493.0,17.0,perfect
1447,745816,2023-01-11,3062,3000.0,E,Ah,V,0.0,2023-01-11 18:02:00+00:00,2023-01-11 18:02:10+00:00,10.0,1,,0,0,VIRM,4.0,0.0,2023-01-11 18:01:05+00:00,2340.0,2317.0,,-55.0,-65.0,False,2,18,0.9749279121818236,-0.2225209339563143,-1.0,-1.8369701987210294e-16,2390.0,2367.0,23.0,perfect
1457,746954,2023-01-11,3161,3100.0,O,Ah,V,0.0,2023-01-11 17:50:00+00:00,2023-01-11 17:50:01+00:00,1.0,1,,0,0,VIRM,6.0,1.0,2023-01-11 17:49:08+00:00,2280.0,2289.0,,-52.0,-53.0,False,2,17,0.9749279121818236,-0.2225209339563143,-0.9659258262890684,-0.2588190451025206,2339.0,2348.0,-9.0,perfect
1477,812719,2023-01-11,11405,11400.0,O,Gv,V,0.0,2023-01-12 02:44:00+00:00,2023-01-12 02:44:44+00:00,44.0,1,,0,0,ICM,3.0,0.0,2023-01-12 02:43:09+00:00,2340.0,2324.0,,-51.0,-95.0,True,3,2,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,2356.0,2340.0,16.0,perfect
1483,812919,2023-01-11,11765,11700.0,O,Ut,V,0.0,2023-01-11 18:07:00+00:00,2023-01-11 18:07:14+00:00,14.0,1,,0,0,DDZ,4.0,1.0,2023-01-11 18:06:07+00:00,2460.0,2484.0,,-53.0,-67.0,False,2,18,0.9749279121818236,-0.2225209339563143,-1.0,-1.8369701987210294e-16,2506.0,2530.0,-24.0,perfect
1489,813564,2023-01-12,689,600.0,O,Ut,V,0.0,2023-01-13 00:19:00+00:00,2023-01-13 00:19:22+00:00,22.0,1,,0,0,ICM,7.0,0.0,2023-01-13 00:18:07+00:00,2184.0,2146.0,,-53.0,-75.0,True,4,0,-0.433883739117558,-0.9009688679024191,0.0,1.0,2222.0,2184.0,38.0,perfect
1490,813757,2023-01-12,555,500.0,O,Ut,V,0.0,2023-01-12 15:49:00+00:00,2023-01-12 15:49:18+00:00,18.0,1,,0,0,ICM,10.0,1.0,2023-01-12 15:48:07+00:00,2130.0,2078.0,,-53.0,-71.0,True,3,15,0.4338837391175582,-0.900968867902419,-0.7071067811865471,-0.7071067811865479,2172.0,2120.0,52.0,perfect
1498,814035,2023-01-12,551,500.0,O,Ut,V,0.0,2023-01-12 14:49:00+00:00,2023-01-12 14:49:05+00:00,5.0,1,,0,0,DDZ,6.0,1.0,2023-01-12 14:48:07+00:00,2130.0,2013.0,,-53.0,-58.0,True,3,14,0.4338837391175582,-0.900968867902419,-0.4999999999999997,-0.8660254037844388,2185.0,2068.0,117.0,too late
1499,814096,2023-01-12,657,600.0,O,Ut,V,0.0,2023-01-12 16:19:00+00:00,2023-01-12 16:19:21+00:00,21.0,1,,0,0,DDZ,10.0,1.0,2023-01-12 16:18:07+00:00,2130.0,2119.0,,-53.0,-74.0,False,3,16,0.4338837391175582,-0.900968867902419,-0.8660254037844385,-0.5000000000000004,2169.0,2158.0,11.0,perfect
1500,814103,2023-01-12,665,600.0,O,Ut,V,0.0,2023-01-12 18:19:00+00:00,2023-01-12 18:19:14+00:00,14.0,1,,0,0,ICM,6.0,1.0,2023-01-12 18:18:07+00:00,2130.0,2077.0,,-53.0,-67.0,False,3,18,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,2176.0,2123.0,53.0,perfect
1511,815201,2023-01-12,567,500.0,O,Ut,V,0.0,2023-01-12 18:49:00+00:00,2023-01-12 18:49:12+00:00,12.0,1,,0,0,ICM,7.0,1.0,2023-01-12 18:48:07+00:00,2184.0,2118.0,,-53.0,-65.0,True,3,18,0.4338837391175582,-0.900968867902419,-1.0,-1.8369701987210294e-16,2232.0,2166.0,66.0,too late
1512,815217,2023-01-12,583,500.0,O,Ut,V,0.0,2023-01-12 22:49:00+00:00,2023-01-12 22:49:19+00:00,19.0,1,,0,0,DDZ,6.0,1.0,2023-01-12 22:48:07+00:00,2184.0,2133.0,,-53.0,-72.0,True,3,22,0.4338837391175582,-0.900968867902419,-0.5000000000000004,0.8660254037844384,2225.0,2174.0,51.0,perfect
